,team1,team2,result1,result2,date_of_match,reference
1574,Portuguese Family,ECSTATIC,16,9,2022-08-17,/matches/2357959/portuguese-family-vs-ecstatic-iem-road-to-rio-2022-europe-open-qualifier-1
1575,BLUEJAYS,OG,9,16,2022-08-17,/matches/2357958/bluejays-vs-og-iem-road-to-rio-2022-europe-open-qualifier-1
1576,ECLOT,SKADE X,2,1,2022-08-17,/matches/2357825/eclot-vs-skade-x-elisa-invitational-fall-2022-contenders
1577,MASONIC,PROSPECTS,2,1,2022-08-17,/matches/2357824/masonic-vs-prospects-elisa-invitational-fall-2022-contenders
1578,ex-Holkattes,Boca Juniors,2,0,2022-08-17,/matches/2357780/ex-holkattes-vs-boca-juniors-cct-south-america-series-1
1579,ODDIK,paiN,4,16,2022-08-17,/matches/2357907/oddik-vs-pain-iem-road-to-rio-2022-south-america-open-qualifier-1
1580,Gaimin Gladiators,Brazen,2,0,2022-08-17,/matches/2357926/gaimin-gladiators-vs-brazen-iem-road-to-rio-2022-north-america-open-qualifier-1
1581,Fluxo,Paquetá,16,5,2022-08-17,/matches/2357906/fluxo-vs-paquet-iem-road-to-rio-2022-south-america-open-qualifier-1
1582,The Union,MIBR,8,16,2022-08-17,/matches/2357905/the-union-vs-mibr-iem-road-to-rio-2022-south-america-open-qualifier-1
1583,Complexity,Strife,2,0,2022-08-17,/matches/2357925/complexity-vs-strife-iem-road-to-rio-2022-north-america-open-qualifier-1
1584,paiN,Isurus,16,5,2022-08-17,/matches/2357901/pain-vs-isurus-iem-road-to-rio-2022-south-america-open-qualifier-1
1585,Sharks,00NATION,14,16,2022-08-17,/matches/2357904/sharks-vs-00nation-iem-road-to-rio-2022-south-america-open-qualifier-1
1586,Rehl,Capivara Strong,1,2,2022-08-17,/matches/2357779/rehl-vs-capivara-strong-cct-south-america-series-1
1587,Arvum,Paquetá,11,16,2022-08-17,/matches/2357899/arvum-vs-paquet-iem-road-to-rio-2022-south-america-open-qualifier-1
1588,ARCTIC,Meta BR,8,16,2022-08-17,/matches/2357903/arctic-vs-meta-br-iem-road-to-rio-2022-south-america-open-qualifier-1
1589,ODDIK,Los Grandes,16,10,2022-08-17,/matches/2357902/oddik-vs-los-grandes-iem-road-to-rio-2022-south-america-open-qualifier-1
1590,MIBR,B4,16,8,2022-08-17,/matches/2357897/mibr-vs-b4-iem-road-to-rio-2022-south-america-open-qualifier-1
1591,The Union,Leviatan SSJ,16,8,2022-08-17,/matches/2357898/the-union-vs-leviatan-ssj-iem-road-to-rio-2022-south-america-open-qualifier-1
1592,Fluxo,Furious,16,9,2022-08-17,/matches/2357900/fluxo-vs-furious-iem-road-to-rio-2022-south-america-open-qualifier-1
1593,Strife,Detonate,16,11,2022-08-17,/matches/2357922/strife-vs-detonate-iem-road-to-rio-2022-north-america-open-qualifier-1
1594,Kari,Brazen,13,16,2022-08-17,/matches/2357923/kari-vs-brazen-iem-road-to-rio-2022-north-america-open-qualifier-1
1595,OG,Falcons,1,2,2022-08-17,/matches/2357954/og-vs-falcons-iem-road-to-rio-2022-europe-open-qualifier-1
1596,Complexity,ONET4P,16,4,2022-08-17,/matches/2357921/complexity-vs-onet4p-iem-road-to-rio-2022-north-america-open-qualifier-1
1597,Vendetta,Gaimin Gladiators,5,16,2022-08-17,/matches/2357924/vendetta-vs-gaimin-gladiators-iem-road-to-rio-2022-north-america-open-qualifier-1
1598,BLUEJAYS,Aurora,1,2,2022-08-17,/matches/2357952/bluejays-vs-aurora-iem-road-to-rio-2022-europe-open-qualifier-1
1599,NeedDOCTOR,OneTap,1,2,2022-10-16,/matches/2359670/needdoctor-vs-onetap-jaxi-league-balkan-series-2022
1600,163ON,GenOne,1,2,2022-10-16,/matches/2359682/163on-vs-genone-esea-autumn-2022-cash-cup-2-europe
1601,GoodJob,BLINK,2,1,2022-10-16,/matches/2359674/goodjob-vs-blink-cct-south-europe-series-1
1602,Astralis Talent,PROSPECTS,19,17,2022-10-16,/matches/2359478/astralis-talent-vs-prospects-weplay-academy-league-season-6
1603,SC,Nemiga,1,2,2022-10-16,/matches/2359651/sc-vs-nemiga-cct-north-europe-series-1
1604,MOUZ NXT,fnatic Rising,16,13,2022-10-16,/matches/2359441/mouz-nxt-vs-fnatic-rising-weplay-academy-league-season-6
1605,Spirit,9z,2,0,2022-10-16,/matches/2359559/spirit-vs-9z-flow-fireleague-2022-global-finals
1606,Outsiders,ENCE,2,0,2022-10-16,/matches/2359555/outsiders-vs-ence-esl-challenger-rotterdam-2022
1607,ENCE Academy,Young Ninjas,16,14,2022-10-16,/matches/2359476/ence-academy-vs-young-ninjas-weplay-academy-league-season-6
1608,Tricked,ex-SKADE,2,1,2022-10-16,/matches/2359650/tricked-vs-ex-skade-cct-north-europe-series-1
1609,BLUEJAYS,Monte,1,2,2022-10-16,/matches/2359673/bluejays-vs-monte-cct-south-europe-series-1
1610,EYEBALLERS,Ninjas in Pyjamas,0,2,2022-10-16,/matches/2359405/eyeballers-vs-ninjas-in-pyjamas-svenska-cupen-2022
1611,fnatic Rising,NAVI Junior,16,12,2022-10-16,/matches/2359447/fnatic-rising-vs-navi-junior-weplay-academy-league-season-6
1612,GenOne,HONORIS,2,0,2022-10-16,/matches/2359678/genone-vs-honoris-esea-autumn-2022-cash-cup-2-europe
1613,paiN,Imperial,2,1,2022-10-16,/matches/2359558/pain-vs-imperial-flow-fireleague-2022-global-finals
1614,MIBR Academy,BIG Academy,16,19,2022-10-16,/matches/2359474/mibr-academy-vs-big-academy-weplay-academy-league-season-6
1615,ENCE,Eternal Fire,2,1,2022-10-16,/matches/2359553/ence-vs-eternal-fire-esl-challenger-rotterdam-2022
1616,fnatic Rising,PROSPECTS,2,1,2022-10-16,/matches/2359649/fnatic-rising-vs-prospects-cct-north-europe-series-1
1617,ECLOT,eSuba,3,1,2022-10-16,/matches/2359643/eclot-vs-esuba-slovak-national-championship-2022
1618,NAVI Junior,MOUZ NXT,16,11,2022-10-16,/matches/2359473/navi-junior-vs-mouz-nxt-weplay-academy-league-season-6
1619,ex-Finest,Lilmix,2,0,2022-10-16,/matches/2359404/ex-finest-vs-lilmix-svenska-cupen-2022
1620,163ON,Monte,1,0,2022-10-16,/matches/2359679/163on-vs-monte-esea-autumn-2022-cash-cup-2-europe
1621,Spirit Academy,BIG Academy,7,16,2022-10-16,/matches/2359448/spirit-academy-vs-big-academy-weplay-academy-league-season-6
1622,NeedDOCTOR,X,2,0,2022-10-16,/matches/2359672/needdoctor-vs-x-cct-south-europe-series-1
1623,BLUEJAYS,IKLA,2,1,2022-10-16,/matches/2359648/bluejays-vs-ikla-cct-north-europe-series-1
1624,MOUZ,Outsiders,1,2,2022-10-16,/matches/2359554/mouz-vs-outsiders-esl-challenger-rotterdam-2022
1625,Astralis Talent,Tricked,2,1,2022-10-16,/matches/2359671/astralis-talent-vs-tricked-npf-invitational-2022
1626,Isurus,ARCTIC,2,0,2022-10-06,/matches/2358371/isurus-vs-arctic-iem-road-to-rio-2022-americas-rmr
1627,K23,AGO,2,1,2022-10-06,/matches/2358309/k23-vs-ago-esl-challenger-league-season-42-europe
1628,Natus Vincere,Outsiders,2,0,2022-10-06,/matches/2358431/natus-vincere-vs-outsiders-iem-road-to-rio-2022-europe-rmr-b
1629,TeamOne,Infinity,2,0,2022-10-06,/matches/2358372/teamone-vs-infinity-iem-road-to-rio-2022-americas-rmr
1630,Complexity,Liquid,1,2,2022-10-06,/matches/2358369/complexity-vs-liquid-iem-road-to-rio-2022-americas-rmr
1631,forZe,ECSTATIC,2,0,2022-10-06,/matches/2358426/forze-vs-ecstatic-iem-road-to-rio-2022-europe-rmr-a
1632,Evil Geniuses,9z,2,1,2022-10-06,/matches/2358370/evil-geniuses-vs-9z-iem-road-to-rio-2022-americas-rmr
1633,Cloud9,Ninjas in Pyjamas,1,2,2022-10-06,/matches/2358423/cloud9-vs-ninjas-in-pyjamas-iem-road-to-rio-2022-europe-rmr-a
1634,Eternal Fire,Aurora,2,1,2022-10-06,/matches/2358425/eternal-fire-vs-aurora-iem-road-to-rio-2022-europe-rmr-a
1635,FaZe,Sprout,2,1,2022-10-06,/matches/2358424/faze-vs-sprout-iem-road-to-rio-2022-europe-rmr-a
1636,Imperial,00NATION,11,16,2022-10-06,/matches/2358367/imperial-vs-00nation-iem-road-to-rio-2022-americas-rmr
1637,O PLANO,FURIA,2,16,2022-10-06,/matches/2358368/o-plano-vs-furia-iem-road-to-rio-2022-americas-rmr
1638,K23,MOUZ,10,16,2022-10-06,/matches/2358430/k23-vs-mouz-iem-road-to-rio-2022-europe-rmr-b
1639,Falcons,OG,12,16,2022-10-06,/matches/2358429/falcons-vs-og-iem-road-to-rio-2022-europe-rmr-b
1640,Nouns,paiN,8,16,2022-10-06,/matches/2358366/nouns-vs-pain-iem-road-to-rio-2022-americas-rmr
1641,MIBR,ATK,8,16,2022-10-06,/matches/2358365/mibr-vs-atk-iem-road-to-rio-2022-americas-rmr
1642,Monte,Vitality,7,16,2022-10-06,/matches/2358427/monte-vs-vitality-iem-road-to-rio-2022-europe-rmr-b
1643,1WIN,G2,16,13,2022-10-06,/matches/2358422/1win-vs-g2-iem-road-to-rio-2022-europe-rmr-a
1644,Heroic,Sangal,16,6,2022-10-06,/matches/2358428/heroic-vs-sangal-iem-road-to-rio-2022-europe-rmr-b
1645,Spirit,GamerLegion,22,20,2022-10-06,/matches/2358420/spirit-vs-gamerlegion-iem-road-to-rio-2022-europe-rmr-a
1646,B8,fnatic,16,9,2022-10-06,/matches/2358421/b8-vs-fnatic-iem-road-to-rio-2022-europe-rmr-a
1647,Bad News Eagles,Astralis,16,3,2022-10-06,/matches/2358419/bad-news-eagles-vs-astralis-iem-road-to-rio-2022-europe-rmr-a
1648,Magic School Bus,Red Wolves,2,1,2022-10-06,/matches/2359263/magic-school-bus-vs-red-wolves-esea-advanced-season-42-north-america
1649,Iron Branch,Aurora,1,2,2022-10-06,/matches/2359371/iron-branch-vs-aurora-esea-advanced-season-42-europe
1650,Aurora,Into the Breach,2,1,2022-09-21,/matches/2359022/aurora-vs-into-the-breach-esea-advanced-season-42-europe
1651,Ape Gang,The Union,16,11,2022-09-21,/matches/2359038/ape-gang-vs-the-union-americas-supercup-2022
1652,HEET,SINNERS,2,0,2022-09-21,/matches/2357816/heet-vs-sinners-esl-challenger-league-season-42-europe
1653,ex-SKADE,Illuminar,0,2,2022-09-21,/matches/2359052/ex-skade-vs-illuminar-cct-central-europe-series-2
1654,Apeks,HOTU,2,1,2022-09-21,/matches/2359019/apeks-vs-hotu-esea-advanced-season-42-europe
1655,LDLC,JANO,0,2,2022-09-21,/matches/2359029/ldlc-vs-jano-esea-advanced-season-42-europe
1656,Anonymo,NeedDOCTOR,2,0,2022-09-21,/matches/2359025/anonymo-vs-needdoctor-esea-advanced-season-42-europe
1657,fnatic Rising,ARCRED,2,0,2022-09-21,/matches/2359024/fnatic-rising-vs-arcred-esea-advanced-season-42-europe
1658,Eternal Fire,FURIA,1,2,2022-09-21,/matches/2357739/eternal-fire-vs-furia-esl-pro-league-season-16
1659,xDDDD,B8,0,2,2022-09-21,/matches/2359023/xdddd-vs-b8-esea-advanced-season-42-europe
1660,los kogutos,Nexus,2,0,2022-09-21,/matches/2359051/los-kogutos-vs-nexus-cct-central-europe-series-2
1661,Sprout,SAW,2,1,2022-09-21,/matches/2358982/sprout-vs-saw-elisa-invitational-fall-2022
1662,ex-SKADE,LeeK,2,0,2022-09-21,/matches/2359016/ex-skade-vs-leek-esea-advanced-season-42-europe
1663,BIG Academy,MOUZ NXT,2,1,2022-09-21,/matches/2359050/big-academy-vs-mouz-nxt-cct-central-europe-series-2
1664,Cloud9,Evil Geniuses,2,0,2022-09-21,/matches/2357738/cloud9-vs-evil-geniuses-esl-pro-league-season-16
1665,Bad News Eagles,Endpoint,2,1,2022-09-21,/matches/2358981/bad-news-eagles-vs-endpoint-elisa-invitational-fall-2022
1666,EYEBALLERS,Enterprise,0,2,2022-09-21,/matches/2359049/eyeballers-vs-enterprise-cct-central-europe-series-2
1667,Iron Blood,Victorum,2,1,2022-09-21,/matches/2359004/iron-blood-vs-victorum-esl-challenger-league-season-42-north-america
1668,MIBR,Mythic,2,1,2022-09-21,/matches/2358809/mibr-vs-mythic-esl-challenger-league-season-42-north-america
1669,Strife,Nouns,1,2,2022-09-21,/matches/2359005/strife-vs-nouns-esl-challenger-league-season-42-north-america
1670,Foggy,Detonate,0,2,2022-09-21,/matches/2359000/foggy-vs-detonate-cct-north-america-series-1
1671,Davenport University,TeamOne,0,2,2022-09-21,/matches/2359003/davenport-university-vs-teamone-esl-challenger-league-season-42-north-america
1672,DNA,Villainous Union,0,2,2022-09-21,/matches/2358999/dna-vs-villainous-union-cct-north-america-series-1
1673,MOB,WINDINGO,2,1,2022-09-21,/matches/2359039/mob-vs-windingo-americas-supercup-2022
1674,Nexus,TAG,1,2,2022-09-21,/matches/2359018/nexus-vs-tag-esea-advanced-season-42-europe
1675,GamerLegion,forZe,0,2,2022-08-21,/matches/2358035/gamerlegion-vs-forze-iem-road-to-rio-2022-europe-open-qualifier-2
1676,K23,1WIN,2,0,2022-08-21,/matches/2358034/k23-vs-1win-iem-road-to-rio-2022-europe-open-qualifier-2
1677,Endpoint,Monte,0,2,2022-08-21,/matches/2358037/endpoint-vs-monte-iem-road-to-rio-2022-europe-open-qualifier-2
1678,MIBR Academy,Capivara Strong,1,0,2022-08-21,/matches/2358190/mibr-academy-vs-capivara-strong-cct-south-america-series-1
1679,HAVU,Into the Breach,16,13,2022-08-21,/matches/2358031/havu-vs-into-the-breach-iem-road-to-rio-2022-europe-open-qualifier-2
1680,SAW,1WIN,20,22,2022-08-21,/matches/2358027/saw-vs-1win-iem-road-to-rio-2022-europe-open-qualifier-2
1681,fnatic,AGO,16,3,2022-08-21,/matches/2358030/fnatic-vs-ago-iem-road-to-rio-2022-europe-open-qualifier-2
1682,forZe,UNGENTIUM,19,17,2022-08-21,/matches/2358029/forze-vs-ungentium-iem-road-to-rio-2022-europe-open-qualifier-2
1683,eSuba,Monte,15,19,2022-08-21,/matches/2358033/esuba-vs-monte-iem-road-to-rio-2022-europe-open-qualifier-2
1684,Los Grandes Academy,Isurus,0,2,2022-08-21,/matches/2358189/los-grandes-academy-vs-isurus-cct-south-america-series-1
1685,K23,SC,16,2,2022-08-21,/matches/2358026/k23-vs-sc-iem-road-to-rio-2022-europe-open-qualifier-2
1686,Endpoint,9INE,16,11,2022-08-21,/matches/2358032/endpoint-vs-9ine-iem-road-to-rio-2022-europe-open-qualifier-2
1687,FaZe,Heroic,10,16,2022-08-21,/matches/2357657/faze-vs-heroic-blast-premier-fall-groups-2022
1688,GamerLegion,EYEBALLERS,16,7,2022-08-21,/matches/2358028/gamerlegion-vs-eyeballers-iem-road-to-rio-2022-europe-open-qualifier-2
1689,Ooredoo Thunders,JPB,0,2,2022-08-21,/matches/2357994/ooredoo-thunders-vs-jpb-iem-road-to-rio-2022-middle-east-open-qualifier-2
1690,premghouls,AGO,9,16,2022-08-21,/matches/2358019/premghouls-vs-ago-iem-road-to-rio-2022-europe-open-qualifier-2
1691,Into the Breach,Eternal Fire,16,14,2022-08-21,/matches/2358021/into-the-breach-vs-eternal-fire-iem-road-to-rio-2022-europe-open-qualifier-2
1692,Neon Rangers,SC,11,16,2022-08-21,/matches/2358010/neon-rangers-vs-sc-iem-road-to-rio-2022-europe-open-qualifier-2
1693,1WIN,GRGECHI,16,14,2022-08-21,/matches/2358013/1win-vs-grgechi-iem-road-to-rio-2022-europe-open-qualifier-2
1694,Finest,EYEBALLERS,14,16,2022-08-21,/matches/2358014/finest-vs-eyeballers-iem-road-to-rio-2022-europe-open-qualifier-2
1695,ECSTATIC,UNGENTIUM,12,16,2022-08-21,/matches/2358016/ecstatic-vs-ungentium-iem-road-to-rio-2022-europe-open-qualifier-2
1696,Enterprise,K23,12,16,2022-08-21,/matches/2358011/enterprise-vs-k23-iem-road-to-rio-2022-europe-open-qualifier-2
1697,NASR,PremuimGods,2,0,2022-08-21,/matches/2357993/nasr-vs-premuimgods-iem-road-to-rio-2022-middle-east-open-qualifier-2
1698,GamerLegion,Anonymo,16,14,2022-08-21,/matches/2358015/gamerlegion-vs-anonymo-iem-road-to-rio-2022-europe-open-qualifier-2
1699,LF0,forZe,6,16,2022-08-21,/matches/2358017/lf0-vs-forze-iem-road-to-rio-2022-europe-open-qualifier-2
1700,9INE,EC Kyiv,16,10,2022-08-21,/matches/2358022/9ine-vs-ec-kyiv-iem-road-to-rio-2022-europe-open-qualifier-2
1701,SINNERS,HAVU,12,16,2022-08-21,/matches/2358020/sinners-vs-havu-iem-road-to-rio-2022-europe-open-qualifier-2
1702,Monte,LDLC,16,12,2022-08-21,/matches/2358025/monte-vs-ldlc-iem-road-to-rio-2022-europe-open-qualifier-2
1703,SAW,Beyond Possible,16,10,2022-08-21,/matches/2358012/saw-vs-beyond-possible-iem-road-to-rio-2022-europe-open-qualifier-2
1704,Heroic,BIG,16,14,2022-08-21,/matches/2357654/heroic-vs-big-blast-premier-fall-groups-2022
1705,9 Pandas,eSuba,4,16,2022-08-21,/matches/2358024/9-pandas-vs-esuba-iem-road-to-rio-2022-europe-open-qualifier-2
1706,Endpoint,163ON,16,5,2022-08-21,/matches/2358023/endpoint-vs-163on-iem-road-to-rio-2022-europe-open-qualifier-2
1707,fnatic,B8,16,4,2022-08-21,/matches/2358018/fnatic-vs-b8-iem-road-to-rio-2022-europe-open-qualifier-2
1708,Evil Geniuses,BIG,6,16,2022-08-21,/matches/2357651/evil-geniuses-vs-big-blast-premier-fall-groups-2022
1709,TYLOO,WDNMD,2,1,2022-08-21,/matches/2357987/tyloo-vs-wdnmd-iem-road-to-rio-2022-china-open-qualifier-2
1710,FaZe,Heroic,16,10,2022-08-21,/matches/2357648/faze-vs-heroic-blast-premier-fall-groups-2022
1711,CR,Wings Up,1,2,2022-08-21,/matches/2357988/cr-vs-wings-up-iem-road-to-rio-2022-china-open-qualifier-2
1712,D13,TheMongolz,0,2,2022-08-21,/matches/2357981/d13-vs-themongolz-iem-road-to-rio-2022-asia-open-qualifier-2
1713,Heroic,BIG,16,13,2022-08-21,/matches/2357645/heroic-vs-big-blast-premier-fall-groups-2022
1714,ARAVT,MIRAI,2,0,2022-08-21,/matches/2357980/aravt-vs-mirai-iem-road-to-rio-2022-asia-open-qualifier-2
1715,FaZe,Evil Geniuses,16,8,2022-08-21,/matches/2357642/faze-vs-evil-geniuses-blast-premier-fall-groups-2022
1716,Stars Horizon,Capivara Strong,1,0,2022-08-21,/matches/2358053/stars-horizon-vs-capivara-strong-cct-south-america-series-1
1717,Rehl,SWS,1,2,2022-08-21,/matches/2358052/rehl-vs-sws-cct-south-america-series-1
1718,BHOP,Pete's Hookah Lounge,1,0,2022-09-05,/matches/2358185/bhop-vs-petes-hookah-lounge-iem-road-to-rio-2022-north-america-open-qualifier-3
1719,TITANS,ECLOT,1,2,2022-09-05,/matches/2358560/titans-vs-eclot-steelseries-nova-cup-western-europe-fall-2022
1720,Zero Tenacity,Partizan,1,2,2022-09-05,/matches/2358554/zero-tenacity-vs-partizan-res-season-3
1721,VP.Prodigy,RCL,1,2,2022-09-05,/matches/2358533/vpprodigy-vs-rcl-cyberpark-cup-2022
1722,Entropiq Prague,Bad News Eagles,0,2,2022-09-05,/matches/2358555/entropiq-prague-vs-bad-news-eagles-tipsport-prague-cup-2022
1723,SC,ECLOT,12,16,2022-09-05,/matches/2358559/sc-vs-eclot-steelseries-nova-cup-western-europe-fall-2022
1724,TITANS,ROYALS,16,13,2022-09-05,/matches/2358558/titans-vs-royals-steelseries-nova-cup-western-europe-fall-2022
1725,BLUEJAYS,X,2,0,2022-09-05,/matches/2358553/bluejays-vs-x-res-season-3
1726,PROSPECTS,yodagus,2,1,2022-09-05,/matches/2358524/prospects-vs-yodagus-elisa-invitational-fall-2022-contenders
1727,ECLOT,TITANS,2,0,2022-09-05,/matches/2358584/eclot-vs-titans-tipsport-prague-cup-2022
1728,Websterz,9 Pandas,0,2,2022-09-05,/matches/2358579/websterz-vs-9-pandas-cyberpark-cup-2022
1729,JANO,ECLOT,1,2,2022-09-05,/matches/2358523/jano-vs-eclot-elisa-invitational-fall-2022-contenders
1730,Pete's Hookah Lounge,Infinity,0,2,2022-09-05,/matches/2358182/petes-hookah-lounge-vs-infinity-iem-road-to-rio-2022-north-america-open-qualifier-3
1731,TeamOne,BHOP,2,0,2022-09-05,/matches/2358183/teamone-vs-bhop-iem-road-to-rio-2022-north-america-open-qualifier-3
1732,Mad Kings,Supremacy,3,1,2022-09-05,/matches/2358578/mad-kings-vs-supremacy-gosu-masters-2022
1733,B4,ODDIK,0,2,2022-09-05,/matches/2358549/b4-vs-oddik-cbcs-masters-festival-2022
1734,Davenport University,BHOP,13,16,2022-09-05,/matches/2358181/davenport-university-vs-bhop-iem-road-to-rio-2022-north-america-open-qualifier-3
1735,Unjustified,TeamOne,13,16,2022-09-05,/matches/2358180/unjustified-vs-teamone-iem-road-to-rio-2022-north-america-open-qualifier-3
1736,Infinity,timbermen,16,13,2022-09-05,/matches/2358179/infinity-vs-timbermen-iem-road-to-rio-2022-north-america-open-qualifier-3
1737,Into the Breach,EKO,1,2,2022-09-05,/matches/2358580/into-the-breach-vs-eko-ukic-beyond-summer-invitational-2022
1738,Pete's Hookah Lounge,X13,16,11,2022-09-05,/matches/2358178/petes-hookah-lounge-vs-x13-iem-road-to-rio-2022-north-america-open-qualifier-3
1739,TITANS,SINNERS,1,2,2022-09-05,/matches/2358582/titans-vs-sinners-tipsport-prague-cup-2022
1740,Paquetá,FURIA Academy,2,0,2022-09-14,/matches/2358861/paquet-vs-furia-academy-esl-challenger-rotterdam-2022-south-america-closed-qualifier
1741,B4 Academy,MIBR Academy,0,2,2022-09-14,/matches/2358855/b4-academy-vs-mibr-academy-cct-south-america-series-2
1742,Falcons,ECSTATIC,2,1,2022-09-14,/matches/2358304/falcons-vs-ecstatic-esl-challenger-league-season-42-europe
1743,ENCE,HEET,2,0,2022-09-14,/matches/2357725/ence-vs-heet-esl-pro-league-season-16
1744,eSuba,9INE,2,0,2022-09-14,/matches/2358851/esuba-vs-9ine-cct-central-europe-series-2-closed-qualifier
1745,TITANS,los kogutos,0,2,2022-09-14,/matches/2358852/titans-vs-los-kogutos-cct-central-europe-series-2-closed-qualifier
1746,SWS,Arvum,0,2,2022-09-14,/matches/2358854/sws-vs-arvum-cct-south-america-series-2
1747,Forward,RCL,1,2,2022-09-14,/matches/2358860/forward-vs-rcl-pari-patriki-vibe-lan-2022
1748,Complexity,Astralis,2,1,2022-09-14,/matches/2357724/complexity-vs-astralis-esl-pro-league-season-16
1749,OG Academy,9INE,1,2,2022-09-14,/matches/2358848/og-academy-vs-9ine-cct-central-europe-series-2-closed-qualifier
1750,kennyS' Team,NEO's Team,14,16,2022-09-14,/matches/2358821/kennys-team-vs-neos-team-kinguin-legends-2022
1751,los kogutos,Eternal Fire Academy,2,0,2022-09-14,/matches/2358846/los-kogutos-vs-eternal-fire-academy-cct-central-europe-series-2-closed-qualifier
1752,Yawara,Redragon,0,2,2022-09-14,/matches/2358853/yawara-vs-redragon-cct-south-america-series-2
1753,Finest,EC Kyiv,2,0,2022-09-14,/matches/2358691/finest-vs-ec-kyiv-elisa-invitational-fall-2022
1754,kennyS' Team,Edward's Team,8,16,2022-09-14,/matches/2358820/kennys-team-vs-edwards-team-kinguin-legends-2022
1755,AVANGAR,RCL,2,0,2022-09-14,/matches/2358850/avangar-vs-rcl-pari-patriki-vibe-lan-2022
1756,NEO's Team,Edward's Team,16,11,2022-09-14,/matches/2358819/neos-team-vs-edwards-team-kinguin-legends-2022
1757,eSuba,ECLOT,0,2,2022-09-14,/matches/2358847/esuba-vs-eclot-cct-central-europe-series-2-closed-qualifier
1758,MOUZ,Heroic,2,0,2022-09-14,/matches/2357723/mouz-vs-heroic-esl-pro-league-season-16
1759,ECSTATIC,Into the Breach,1,2,2022-09-14,/matches/2358690/ecstatic-vs-into-the-breach-elisa-invitational-fall-2022
1760,Edward's Team,pashaBiceps' Team,16,12,2022-09-14,/matches/2358818/edwards-team-vs-pashabiceps-team-kinguin-legends-2022
